Texte,source_fichier
"L’avenir semble donc être ici l’affaire toute particulière de la pensée qui, méthodiquement, prédit l’avenir comme un présent qui se déploie.",Lavenir-est-il-l-affaire-de-la-pensée
"La pensée peut donc rendre présent l’avenir en l’embrassant dans un régime de causalité qui l’inscrit donc dans le domaine du pensable, s’identifiant ici en science dans le domaine du connaissable.",Lavenir-est-il-l-affaire-de-la-pensée
"L’attitude scientifique doit donc se prévaloir d’une certaine sérénité, d’une confiance en la pensée : nous devons donc attendre demain le travail de la pensée, et c’est la même chose qui doit prévaloir à nos conduites.",Lavenir-est-il-l-affaire-de-la-pensée
"Or, sait-on seulement attendre ?",Lavenir-est-il-l-affaire-de-la-pensée
"On peut en effet observer une certaine impatience existentielle de l’avenir qui nous interdit une telle sérénité, et qui fait que nos pensées s’invitent toujours dans l’avenir en précipitant sa figuration, sa projection.",Lavenir-est-il-l-affaire-de-la-pensée
"En s’engageant à ce point à nous projeter dans l’avenir, il pourrait même sembler qu’on vive dedans.",Lavenir-est-il-l-affaire-de-la-pensée
"Dès lors, cette pensée de l’avenir, impatiente et irrésistible paraît rejoindre une inquiétude qui nous interdit de la confiance qui recommande l’activité scientifique, ce qui peut-être nous fait perdre de vue le véritable avenir : quand on pense à ce point à l’avenir, ne le rêve-t-on pas ?",Lavenir-est-il-l-affaire-de-la-pensée
"Il est donc légitime de se demander si l’avenir est réellement l’affaire de la pensée, peut-être cette dernière se mêle-t-elle de l’avenir comme ce qui ne la regarde pas.",Lavenir-est-il-l-affaire-de-la-pensée
"Dans un deuxième moment, nous pouvons observer que cet investissement de la pensée dans l’avenir peut en réalité la perdre, et perdre du même coup l’avenir qui se fait illusion : la pensée ne peut donc pas rendre présent l’avenir.",Lavenir-est-il-l-affaire-de-la-pensée
"Il semblerait donc que l’avenir ne soit pas l’affaire de la pensée, bien que cette dernière s’y affaire constamment.",Lavenir-est-il-l-affaire-de-la-pensée
"On trouve en effet dans le terme d’ “affaire” une préoccupation, une suractivité, un surinvestissement qui ne semble pas raisonnable : s’affairer à quelque chose, c’est, de fait, se plonger totalement dans une entreprise.",Lavenir-est-il-l-affaire-de-la-pensée
"Aussi la pensée semble-t-elle avoir un tropisme pour l’avenir, qui la déloge en réalité de son présent : elle n’aurait donc rien à y faire et serait simplement le signe d’une inquiétude existentielle.",Lavenir-est-il-l-affaire-de-la-pensée
"C’est ce que constate Pascal, dans sa pensée 47 : “le passé et le présent sont nos moyens, le seul avenir est notre fin.",Lavenir-est-il-l-affaire-de-la-pensée
"Ainsi nous ne vivons jamais, mais nous disposant à être heureux, il est inévitable que nous ne le soyons jamais”.",Lavenir-est-il-l-affaire-de-la-pensée
"Ici, Pascal observe donc que l’humain a tendance, non pas à rendre présent notre avenir, mais à différer de son présent dans l’avenir.",Lavenir-est-il-l-affaire-de-la-pensée
"Cette préoccupation qui signe la condition inquiète, mortelle de l’homme sans Dieu chez l’auteur, sort donc nos pensées là où elles devraient être, c’est-à-dire dans le présent de la condition humaine, d’où l’angoisse de la conscience nous le fait donc fuir - on se réfugie alors dans une course sans fin dans l’avenir qui nous divertit, nous cache de notre misère.",Lavenir-est-il-l-affaire-de-la-pensée
"S’affairer, ici, c’est donc s’agiter, et penser l’avenir, c’est donc penser à autre chose.",Lavenir-est-il-l-affaire-de-la-pensée
"L’avenir ne doit pas donc être l’affaire de la pensée ; il faut donc que la pensée s’affaire au présent authentique celui, vécu, de la condition humaine, et la seule temporalité authentiquement pensable.",Lavenir-est-il-l-affaire-de-la-pensée
"S’il est donc urgent de se divertir de la sorte, c’est donc que cela signe, en réalité, une impossibilité : si la pensée ne doit pas se mêler de l’avenir, c’est donc qu’il est impensable en vérité.",Lavenir-est-il-l-affaire-de-la-pensée
"Bergson identifie alors cette tendance existentielle à vouloir cerner l’avenir : cette tendance signe en réalité pour le philosophe une impossibilité à saisir pleinement l’avenir car, justement, il ne se laisse pas saisir, il ne se se laisse pas manipuler comme on le ferait d’un objet dans l’espace.",Lavenir-est-il-l-affaire-de-la-pensée
C’est dans l'Évolution Créatrice que Bergson définit proprement la durée comme “jaillissement continu d’imprévisible nouveauté” : l’avenir échappe donc à la pensée en ce qu’il participe de cette imprévisible nouveauté.,Lavenir-est-il-l-affaire-de-la-pensée
"Pourtant, d’où vient que nous ne cessons constamment de vouloir en faire l’objet de notre pensée ?",Lavenir-est-il-l-affaire-de-la-pensée
"C’est que gît ici selon Bergson une confusion entre le caractère continu et hétérogène de la durée, le réel temps vécu, et le caractère homogène et discontinu de l’espace : ainsi, selon le philosophe, nous vivons de notre intelligence pour saisir la temporalité comme on s’en sert pour couper, scinder, classer l’espace, ce qui nous rend impuissants pour la comprendre.",Lavenir-est-il-l-affaire-de-la-pensée
Ainsi l’intuition est-elle l’instrument de la saisie de la durée : mais cette conscience de la durée se resserre comme domaine du présent vécu depuis l’intériorité.,Lavenir-est-il-l-affaire-de-la-pensée
"Penser l’avenir, c’est donc se tromper sur la nature même du temps, c’est prendre l’avenir comme un objet physique que l’on pourrait déterminer.",Lavenir-est-il-l-affaire-de-la-pensée
"Il s’agit donc pour nous de vivre dans un présent et d’agir sans possible : dans son article “Le possible et le réel”, Bergson disqualifie alors la notion de possible qui avait la prétention d’articuler le présent et l’avenir, en le désignant comme une illusion rétrospective.",Lavenir-est-il-l-affaire-de-la-pensée
"Notre agir doit donc se tenir auprès de notre pensée du présent qui se fait intuition de la durée : c’est là son affaire, et pas dans l’avenir.",Lavenir-est-il-l-affaire-de-la-pensée
"L’investissement de la pensée dans ce qu’elle croit être de l’avenir de nos existences ne signifie donc pas que l’avenir doit pour autant être son affaire : en réalité, en s'illusionnant, elle le rate, et nous vivons dans l’avenir comme on vit dans un mensonge.",Lavenir-est-il-l-affaire-de-la-pensée
"Cependant, n’est-ce pas là s’en tenir à un présent qui paraît être une éternité ?",Lavenir-est-il-l-affaire-de-la-pensée
"On peut constater que la spatialisation du temps retranche l’avenir sur le présent et lui fait perdre ainsi sa qualité temporelle ; mais que fait-on lorsqu’on s’interdit de le penser si ce n’est prolonger ce présent en éternité, et donc le trahir ?",Lavenir-est-il-l-affaire-de-la-pensée
"Cette impatience de l’avenir ne signe-t-elle pas au contraire une proximité de l’avenir, et donc un appel pour la pensée à le prendre en charge quoi qu’il en coûte et malgré le risque de l’incertitude ?",Lavenir-est-il-l-affaire-de-la-pensée
"Dans un dernier moment, s’il ne s’agit donc pas de deviner ou de déterminer l’avenir ; il s’agit en revanche de le faire advenir, de le rendre possible, au sein du présent : si l’avenir est l’affaire de la pensée, il est donc entièrement son affaire - à savoir son œuvre, sa responsabilité.",Lavenir-est-il-l-affaire-de-la-pensée
"L’avenir semble donc être l’affaire de la pensée, non pas en ce qu’il serait clair et distinct comme une idée, ou déterminable comme un objet physique, mais parce que ce qui est pensable, c’est ce que devient.",Lavenir-est-il-l-affaire-de-la-pensée
"En ce sens, si l’être, c’est le devenir, alors le présent investit effectivement l’avenir.",Lavenir-est-il-l-affaire-de-la-pensée
L’avenir peut donc être compris authentiquement comme la direction du devenir.,Lavenir-est-il-l-affaire-de-la-pensée
C’est en ce sens que l’on peut entendre l’ontologie d’Ernst Bloch.,Lavenir-est-il-l-affaire-de-la-pensée
"Se fondant sur la dialectique matérialiste, Bloch dans son Principe Espérance.",Lavenir-est-il-l-affaire-de-la-pensée
"Pour le philosophe, la pensée doit privilégier, non pas ce qui est advenu, ce qui confine à étudier le monde comme les “naturalistes” ou les “pseudos-empiristes”, mais ce qui advient : elle doit être à ce qu’il nomme “la frange de l’être la moins étudiée”, donc l’avenir, non pas comme ce qui sera un jour, mais comme ce qui n’est pas encore.",Lavenir-est-il-l-affaire-de-la-pensée
"La pensée doit donc se faire “conscience anticipante” et traquer les signes de l'avenir dans le présent ; participer, en somme, à son advenue.",Lavenir-est-il-l-affaire-de-la-pensée
"Ainsi nous ne sommes pas, nous devenons : l’avenir semble alors, dans une telle ontologie, être le tropisme de la pensée puisque si les choses ainsi que nos existences ne sont pas figées dans un passé mort ou un présent éternel mais bien constamment travaillée par le mouvement et la contradiction, alors l’essentiel se trouve dans l’avenir dont la proximité dialectique avec le présent permet donc l’anticipation.",Lavenir-est-il-l-affaire-de-la-pensée
"Pour Bloch, se tenir auprès de l’avenir, c’est donc se porter à l’orée de l’être et c’est pour lui le seul réalisme qui vaille - l’autre, celui des choses mortes et figées; est celui, naïf, réifiant, d’un positivisme bourgeois, où seuls les faits comptent, sans tenir aucun compte du mouvement du devenir qui travaille le monde.",Lavenir-est-il-l-affaire-de-la-pensée
Aussi faut-il pour Bloch réhabiliter après Bergson qu’il critique nommément la notion de possible : un concept sérieux de possible permettra ainsi de prendre en charge l'enchâssement dialectique du présent dans l’avenir.,Lavenir-est-il-l-affaire-de-la-pensée
"Si l’avenir est donc l’affaire de la pensée, la pensée peut donc prendre en charge cet avenir en travaillant, au présent, à y faire éclore le meilleur.",Lavenir-est-il-l-affaire-de-la-pensée
"La conscience anticipante chez Bloch est alors conscience utopique : en serrant l’avenir sur le présent, l’être humain pour Bloch a donc la responsabilité d’un Bien à venir, qui se traduit chez lui par la possibilité de penser l’utopie.",Lavenir-est-il-l-affaire-de-la-pensée
"L’utopie, pour le philosophe, n’est pas la pensée d’un monde totalement autre, ce qu’il appelle le “wishful thinking” : il ne s’agit donc pas de penser un bonheur abstrait totalement déconnecté des conditions matérielles d’existences objectives et donc des conditions de sa possibilité ; en somme, il ne s’agit de penser un futur mais un avenir, soit un possible meilleur qui viendrait éclore des conditions matérielles présentes.",Lavenir-est-il-l-affaire-de-la-pensée
"Aussi le projet politique et la responsabilité éthique d’une pensée qui a affaire à l’avenir est-il celui d’un monde dont on doit, au présent, faire éclore - selon le mot de Bernard Friot, penser le monde meilleur (communistes, pour ces deux auteurs) - comme un avenir “déjà-là”, travaillant le présent dans sa contradiction.",Lavenir-est-il-l-affaire-de-la-pensée
"Cette responsabilité de la pensée qui doit prendre en charge, à la mesure des conditions matérielles d'existence et des incertitudes, l'avenir, comme devant faire advenir le meilleur et non pas se satisfaire d'une impuissance qui laisse les oppressions se perpétuer, est peut-être alors plus grande : c'est alors, face au danger, la possibilité même d'un avenir qui est en jeu.",Lavenir-est-il-l-affaire-de-la-pensée
C’est la pensée de H.,Lavenir-est-il-l-affaire-de-la-pensée
"Jonas, dans son Principe responsabilité.",Lavenir-est-il-l-affaire-de-la-pensée
"Face au danger nucléaire - et maintenant à la catastrophe climatique -, il faut pouvoir penser l’avenir.",Lavenir-est-il-l-affaire-de-la-pensée
"Car si l’avenir n’est pas pensable, c’est qu’on ne se donne pas, pour les “générations futures”, les conditions de sa possibilité.",Lavenir-est-il-l-affaire-de-la-pensée
"Penser l’avenir, c’est donc ménager au présent sa possibilité ; aussi, un avenir impensable, c’est une humanité impossible.",Lavenir-est-il-l-affaire-de-la-pensée
Refuser de prendre en charge l’avenir c’est donc refuser notre responsabilité dans les conditions d’habitabilité de la planète pour les générations futures - d’où la reformulation par Jonas de la maxime kantienne.,Lavenir-est-il-l-affaire-de-la-pensée
"Dans un premier moment, nous avons donc observé que la pensée pouvait en effet avoir affaire à l’avenir : en se déployant, elle déplie le réel et connaît donc l’avenir en le prédisant : ce sont là les affaires de la pensée scientifique.",Lavenir-est-il-l-affaire-de-la-pensée
"Seulement, on a pu voir dans un deuxième moment que si la pensée rend bien présent l’avenir jusqu’à sa confusion, en réalité elle s’y perd et la perd en même temps : la pensée, en s’affairant à l’avenir, s’y plonge et rate son présent authentique - il faut donc l’en éloigner, la recadrer - ce qui rend donc l’avenir, in fine, et malgré cet entêtement, impensable.",Lavenir-est-il-l-affaire-de-la-pensée
Cet avenir qui nous concerne et qui excède en réalité le futur scientifique nous échappe.,Lavenir-est-il-l-affaire-de-la-pensée
"Dans un dernier moment, on a donc pu voir que se couper de toute communication envers l’avenir, c’est en réalité en interdire la venue : il faut donc se risquer à prendre en charge cet avenir, qui doit donc être notre affaire, au présent, et collectivement, pour le rendre possible, et meilleur.",Lavenir-est-il-l-affaire-de-la-pensée
"Non pas deviner ou s’en garder, mais faire advenir.",Lavenir-est-il-l-affaire-de-la-pensée
"Dans son Livre de l'intranquillité, Pessoa fait état de l'impossibilité pour une conscience d'atteindre la tranquillité.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Toute conscience, pense-t-il, en tant qu'elle est lucide, est confrontée à ce qui lui apparaît comme le hasard, l'aléa, l'imprévisible.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
La conscience se situe dans une position initiale d'impuissance.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Elle peut saisir des objets du monde, les penser et les intégrer dans les calculs de ce qui est probable, mais le monde lui apparaît toujours dans son désordre.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Penser le bonheur d'une telle conscience, c'est donc penser la situation initiale de cette conscience qui se représente le devenir comme hasardeux, c'est-à-dire comme fondamentalement imprévisible.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur, cet état idéal de stabilité d'une conscience satisfaite dans son être, aurait donc bien à faire de hasard, en ce qu'il faudrait chercher à être heureux dans le hasard et malgré lui.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Le bonheur désignerait donc bien cette bonne fortune qui offre au sujet la possibilité un temps de se réaliser.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Toutefois, le problème d'une telle conception du bonheur comme simple bonne fortune est qu'elle risque de confondre la joie et le bonheur.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Si la joie désigne bien l'état affectif éphémère issu de la bonne fortune d'un monde qui s'est pour le sujet pendant un lapse de temps correctement disposé, le bonheur, lui, désigne plutôt une disposition de l'être dans le temps.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Un état tel que le sujet puisse dire qu'il est heureux et pas seulement qu'il éprouve de la joie.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans ces conditions, l'impermanence du hasard, de l'aléa entre en conflit avec la permanence de la disposition heureuse.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Or, nous l'avons dit, le hasard est une perspective de la position initiale de la conscience face au devenir.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"L'expérience du hasard est donc irréfléchie, et l'enjeu d'une pensée du bonheur est donc peut-être de dépasser le désordre du monde perçu initialement pour en penser l'ordre sous-jacent, ou même le réordonner nous-mêmes.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En effet, l'obstacle au bonheur comme disposition durable est justement la souffrance issue du chaos des expériences dans un devenir désordonné.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur aurait alors affaire à la nécessité, c'est-à-dire à la découverte de lois en soi et dans le monde.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Il ne serait plus question d'être les proies passives d'un bonheur joie qui nous tombe dessus, mais de prendre en charge la nécessité du monde pour rendre possible un bonheur pensé alors comme disposition durable de soi dans le temps.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Cependant, l'hypothétique découverte par la conscience de la nécessité des lois peut apparaître non seulement inutile au regard de notre impuissance factuelle, mais aussi comme la production de l'illusion consolante d'un ordre justifiant notre existence.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Nous devons donc nous demander si le bonheur est affaire de hasard ou de nécessité.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Faut-il pour être heureux accepter de n'avoir affaire qu'aux circonstances hasardeuses ou doit-on s'exercer à la découvrir une nécessité supérieure qui rende possible notre bonheur ?,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Pour répondre à cette question, nous devons d'abord revenir sur le sens de la situation d'une conscience face au hasard pour examiner la pertinence du bonheur comme bonne fortune.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Ensuite, nous considérerons l'hypothèse d'une conscience rendue heureuse par la découverte de la nécessité du monde et d'elle-même.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Enfin, nous reviendrons sur l'idée d'une vie bonne comme intégration du hasard dans la nécessité d'un récit.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
L'idée de hasard est le fruit d'une conscience dont l'acte de projection dans le monde est paradoxal.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Prendre conscience, c'est d'abord être capable par un acte de l'esprit, de prendre connaissance du monde et de soi.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Mais en même temps, cette prise de conscience, c'est tout en même temps conscience des limites de ce saisissement.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Face au temps, la conscience est donc capable de saisir la réalité du passage du temps, du flux temporel, mais aussi de conscientiser les limites de la conscience du temps.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le hasard est donc le nom donné à cette imprévisibilité, qu'elle soit résultat d'une insuffisance effective de ma conscience ou nature même de la réalité temporelle.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans Être et temps, Heidegger parle de “l'événement” comme ce qui, dans le devenir, ne pouvait radicalement pas être prévu et surgit dans le devenir comme la marque d'une impuissance fondamentale de la conscience quant à la détermination de ce qui va être.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
L'événement est donc conscience dans le temps de son imprévisibilité.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Or, mon expérience du temps est fondamentalement événementielle, en ce que je ne peux, comme conscience, exister autrement qu'en me projetant dans un lendemain, dans un tout à l'heure, que je veux prévoir, mais dont je connais le caractère imprévisible.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans ces conditions, un bonheur pensé sous l'ordre du carpe diem, dans son interprétation vulgaire, est impossible, puisque ma conscience ne peut être, par sa nature même, entièrement au présent.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
C'est le sens de la misère que Pascal développe dans ses pensées comme gap entre ma volonté rationnelle et ma capacité effective de saisir ce qui est et ce qui va être.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Nous pourrions dire qu'il y a pour la conscience une nécessité existentielle du hasard, en ce que la nature même de l'existence implique un vécu temporel déficitaire quant à toute anticipation.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Donc, si exister c'est prendre en charge une situation instable où le hasard est la condition, alors le bonheur, pensé comme situation idéale de cette conscience, ne pourrait se définir que comme bonheur, c'est-à-dire bonne fortune.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"La bonne fortune est donc la chance, c'est-à-dire une circonstance temporelle qu'une conscience juge heureuse.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Si nous définissons le bonheur comme état idéal de stabilité d'une conscience entièrement satisfaite, alors la bonne heure est celle où la conscience cesse de se projeter dans le devenir, mais se satisfait de son être.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur ainsi défini dépend de la satisfaction des fins espérées par une conscience, c'est-à-dire la satisfaction du désir.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Or, la nature imprévisible du temps soumet au hasard la réalisation du désir.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Pour arrêter de faire l'épreuve insatisfaisante de la projection vers le désir, il faudrait avoir la chance que le désordre du monde s'aligne sur nos désirs et les réalise par hasard.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Un tel fait s'éprouverait, en fait, souvent par l'expérience du revers du bonheur, le malheur.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Je peux déployer des efforts pour atteindre une fin déterminée.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Si le malheur s'abat sur moi, me tombe dessus, si les circonstances hasardeuses vont contre mon désir, alors je ne pourrais rien y faire.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Malheur et bonheur ne seraient alors que les noms donnés aux circonstances telles qu'éprouvées par une conscience se projetant dans le torrent du devenir.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Ainsi, le bonheur n'a bien à faire qu'au hasard et n'est donc, à ce titre, rien de plus qu'une espérance.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans la Métaphysique des mœurs, Kant pense le bonheur comme un idéal de l'imagination.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Autrement dit, la raison pure ne peut considérer le bonheur comme un véritable concept, en ce que son contenu dépend de l'individu.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur ne peut donc être une fin objective parce qu'il ne répond à aucune loi, telle qu'on peut les découvrir par la raison pure.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur ne peut être qu'une maxime, c'est-à-dire une fin individuelle et, à ce titre, n'est qu'une espérance de la raison pratique.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Chez Kant, c'est la loi morale qui est une fin de l'agir humain, et même un impératif, alors que le bonheur, lui, est une espérance associée à cette fin première et qui ne la conditionne pas.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur ne relève donc pas d'une nécessité, contrairement à la loi morale exprimée dans la nécessité de l'impératif catégorique, mais une hypothèse pratique qui soulage le sujet dans l'exercice de son existence.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Nous pouvons donc dire que la condition existentielle de la conscience implique que cette conscience soit soumise au hasard comme conséquence nécessaire de son mode de projection dans le monde.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Donc, en ce que le bonheur désigne bien un état idéal de cette conscience, il semble logique de dire que le bonheur est affaire de hasard, et même de la nécessité du hasard.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur est donc au mieux une chance ou, au pire, l'espérance d'une conscience triste soumise à la force du désordre du monde.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Toutefois, une telle définition du bonheur ne se fonde-t-elle pas sur une double confusion.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"D'abord, celle concernant le sens du hasard.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En effet, dire que le monde est soumis au hasard, c'est tirer d'une expérience initiale du temps par la conscience, la conséquence d'une objectivité indépassable du hasard.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"N'est-ce pas alors oublier que précisément l'expérience temporelle du hasard comme événement est initiale, c'est-à-dire point de départ de la conscience telle qu'elle fait l'épreuve du temps et du monde.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"De là, tirer d'une telle confusion, l'idée que le bonheur n'est que l'état chance d'une conscience par hasard satisfaite dans ses appétits, c'est confondre l'état affectif du bonheur et le bonheur lui-même.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Ne faut-il pas considérer à l'inverse que cet état affectif heureux est conditionné par un dépassement de la disposition initiale de la conscience face au hasard et que ce dépassement est justement ce que nous appelons bonheur.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
La conscience n'est pas que la projection immédiate dans le monde.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Elle est aussi réflexivité, et il ne faut donc pas rester au niveau de la première impression du monde comme hasardeux.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"De fait, en tant qu'elle est réfléchie, la conscience est dotée de raison.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
La raison désigne la faculté par laquelle une conscience peut articuler logiquement des données immédiates de sa conscience pour en tirer des propositions voire des lois.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Nous retrouvons là le sens du terme logos (λόγος) platonicien comme activité de l'esprit par laquelle le sujet met en ordre le chaos.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans le Timée, Platon considère ainsi que la raison, le logos, permet d'organiser la matière informe, la Chôra (χώρα) et de lui donner sens, de l'informer.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
L'activité rationnelle est donc ce par quoi un sujet donne sens à la donnée chaotique dont il fait l'expérience.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dire donc que la conscience immédiate a d'abord affaire au chaos du réel, ne signifie pas que la conscience réflexive en reste là.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le hasard est certes le désordre initial depuis lequel une conscience fait l'expérience du monde, mais cela ne signifie pas qu'elle ne peut pas par la raison dépasser cette perspective.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Face au hasard des circonstances, face au hasard des circonstances, une conscience rationnelle peut donc chercher à découvrir l'ordre sous-jacent des événements et donc dépasser la souffrance issue de l'impuissance face aux événements.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le bonheur a donc bien affaire au hasard, mais pas au sens d'une soumission, mais comme point de départ d'une activité.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"La raison permet, par dévoilement des relations logiques entre les choses et les événements, de dégager ce qu'il y a de nécessaire dans l'être des choses.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Nécessaire désigne ici, par opposition au hasard, pensé comme contingence, comme ce qui pourrait ne pas être, ce qui ne peut être autrement.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En quoi la raison, en découvrant par réflexivité la nécessité dissimulée sous l'apparence de la contingence, pourrait-elle me rendre heureux ?",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En quoi comprendre que ce que je croyais être une mauvaise fortune comme une nécessité du monde, me rendra moins malheureux.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Pire, ne faut-il pas être misologue pour éviter que ce que nous pensons être une exceptionnelle bonne fortune soit ramené par la raison à la logique désaffectée des nécessités du monde ?",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
N'y a-t-il pas aussi un bonheur dans la croyance de l'événement du bonheur comme heureux hasard ?,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans Le monde comme volonté et représentation, Schopenhauer considère au contraire que la raison peut diminuer la souffrance à défaut de nous rendre heureux.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Le malheur est pour lui la condition positive de notre existence en raison de l'expression en nous du principe métaphysique de la volonté sous la forme de représentation par la conscience de fins à poursuivre, alors même que la volonté est infinie.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Dans ces conditions, nous éprouvons le malheur comme un scandale métaphysique, tel que notre conscience cherche à se projeter par son désir vers des fins locales qui ne peuvent jamais résoudre le désir lui-même comme tension indéfinie.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Le bonheur est donc pour lui une illusion de la représentation.,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Toutefois, la raison peut, en comprenant le principe de la volonté, diminuer quelque peu notre misère.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En effet, notre souffrance est d'autant plus grande qu'elle nous semble être la nôtre.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Nous souffrons donc, mais nous souffrons plus encore de souffrir en tant qu'individu.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
Quel rôle peut alors avoir la raison ?,Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"En comprenant que ma souffrance est la conséquence dans l'ordre de la représentation du principe universel et absolu de la volonté, je comprends que cette souffrance n'est pas seulement la mienne et en la désindividuant, je la diminue.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"La réduction du malheur, si ce n'est le bonheur, à affaire avec la compréhension de la nécessité du mal.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
"Une telle perspective pessimiste n'est toutefois pas entièrement satisfaisante et nous pourrions peut-être lui reprocher de fonder ontologiquement le malheur, alors que celui-ci n'est peut-être qu'une mauvaise interprétation.",Le_bonheur_est_il_affaire_de_hasard_ou_de_necessite
